N,area_wide,wide_err_percent
100,0.972213595499958,2.932335167000595
600,0.8587886760249629,9.076437269149476
1100,0.8838305413635982,6.425149848181279
1600,0.9418319206405843,0.2843003069681762
2100,0.972213595499958,2.932335167000595
2600,1.0320421244538016,9.266632715739096
3100,0.8749922359499621,7.3608983496994735
3600,0.9452076622916258,0.07310363458390552
4100,0.931902300076789,1.3355909252896776
4600,0.9701000876836536,2.7085692209853636
5100,0.9073993557999608,3.9298205107994475
5600,0.9340194899624596,1.1114351431315723
6100,0.9674322171614336,2.4261105678186192
6600,0.9486447810635954,0.43700582961876333
7100,0.9352420925724947,0.9819930717445118
7600,0.9952397069723254,5.370206263061136
8100,0.9578104311221808,1.4074116830450232
8600,0.9450820532999591,0.05980488327033624
9100,0.9668717625576504,2.3667728858632127
9600,0.9104375232858981,3.6081569634025747
10100,0.9616251305984733,1.8112899325085097
10600,0.9703792302254297,2.7381232138553027
11100,0.9573238377310396,1.3558939977762448
11600,0.9194123398822879,2.6579554498278855
12100,0.9159698337768198,3.022428024478789
12600,0.9583248298499586,1.4618732360434419
13100,0.9699871521514847,2.696612262037983
13600,0.9300366821657686,1.5331117262736986
14100,0.9791087273829364,3.6623517284686824
14600,0.9675522974393418,2.4388239709944295
15100,0.9445280427804228,0.001149463569453582
15600,0.914254708075922,3.204015583339829
16100,0.9571171110977847,1.334006981177604
16600,0.915989194796346,3.0203781920548596
17100,0.9261613725552231,1.943407025120489
17600,0.9584037432911519,1.4702281333784346
18100,0.9464311355087989,0.20263788080389084
18600,0.9685547271297968,2.5449554109957506
19100,0.967123471963309,2.3934224174351395
19600,0.9280671618267456,1.7416331135417775
20100,0.9528660612611528,0.8839304870602777
20600,0.978348924015249,3.581908155918557
21100,0.9404208286328978,0.4336985422520306
21600,0.9402565745367648,0.45108881302582765
22100,0.9744131737703199,3.165213753351273
22600,0.9253236477523936,2.0321004671600575
23100,0.9288638118045053,1.657288435683853
23600,0.9512038949192385,0.7079499578832024
24100,0.9318727824086734,1.3387160847421689
24600,0.9587764970255683,1.5096931362371704
25100,0.9311559695545414,1.4146080711277245
25600,0.9387937531546469,0.6059638543650604
26100,0.9323565630407643,1.2874961980833397
26600,0.9623452620118005,1.8875332686889286
27100,0.9420785615435017,0.25818739906142424
27600,0.9380452191363724,0.6852142935787875
28100,0.9172022212350137,2.891949990135743
28600,0.9358405693746099,0.9186298200165622
29100,0.9394723816308872,0.5341146083829365
29600,0.9538203653148236,0.9849666638411186
30100,0.9441130696499592,0.042785484005734335
30600,0.9655415414131936,2.225936788403532
31100,0.9103170386160377,3.6209131812521873
31600,0.9445239677800225,0.0007180261682952242
32100,0.9449552703924825,0.04638184456132107
32600,0.9400052923361557,0.477693114605561
33100,0.9410792628344004,0.3639873489214877
33600,0.9551419877218337,1.1248923768657553
34100,0.9411369732391088,0.35787730607949114
34600,0.9477677623183116,0.34415217291704836
35100,0.9481159935602154,0.3810208765364675
35600,0.92114507236555,2.4745037869963586
36100,0.9331634649327851,1.2020661070202106
36600,0.9650415279921714,2.1729982682276314
37100,0.9274026723650541,1.8119854026913618
37600,0.938599827570438,0.626495570156357
38100,0.9495030941877541,0.5278790436769455
38600,0.9558421230368758,1.1990186421676785
39100,0.9301920871522615,1.5166583478902318
39600,0.9518363913518528,0.7749150107225522
40100,0.9489386565553206,0.46811966175569336
40600,0.9470701404439246,0.2702920161298853
41100,0.9492684084528786,0.5030318796042224
41600,0.937858932389743,0.7049372535640998
42100,0.9493515655820255,0.511836073999867
42600,0.9252004498020726,2.0451439514036704
43100,0.949205292311792,0.49634950875603434
43600,0.9519219814654404,0.7839767953957496
44100,0.9741977048785292,3.142401157137314
44600,0.9325403052800045,1.2680426357783565
45100,0.9502256161782293,0.6043754802967959
45600,0.9464158224614723,0.20101662419202507
46100,0.9481718710125403,0.38693685701401964
46600,0.9342430215984574,1.0877689103372072
47100,0.9519849474407232,0.7906432675598115
47600,0.9436190779852534,0.09508645555824713
48100,0.9271400753759473,1.839787648434167
48600,0.9458077941406999,0.13664211308206461
49100,0.9474627402173725,0.3118582024639215
49600,0.9416359098350399,0.3050527938970162
50100,0.9233118338101397,2.2450996557706984
50600,0.941279526552232,0.34278458831306635
51100,0.9459581207095481,0.152557818067889
51600,0.9588362378874585,1.5160181521058134
52100,0.9197775071438181,2.619293658705208
52600,0.9267450509195417,1.8816105461328916
53100,0.9385248381417673,0.6344350158107278
53600,0.9624189062915629,1.8953302977808122
54100,0.9319592802703849,1.3295581929639402
54600,0.9317937262364981,1.3470860936054814
55100,0.9372774263694694,0.7665037373671296
55600,0.9302475410179454,1.510787214308789
56100,0.9538437842480871,0.9874461246294597
56600,0.9545213692920965,1.059184898060472
57100,0.9710217399538109,2.8061484163580332
57600,0.9269786573760016,1.8568776497973523
58100,0.9594961715312839,1.5858880976904324
58600,0.931400533299789,1.3887150806243576
59100,0.946386601507827,0.19792287914625462
59600,0.9196879616491214,2.628774216182993
60100,0.953448740744884,0.9456212103663079
60600,0.9401273382227315,0.4647716041875581
61100,0.950732607710679,0.6580528024269273
61600,0.9441204104351864,0.042008284253658115
62100,0.9524875225477849,0.8438530041918826
62600,0.9385122615984419,0.6357665472548539
63100,0.9358518825779311,0.9174320436827863
63600,0.9644175430832129,2.106934366133123
64100,0.9415759751737502,0.3113983281217367
64600,0.9502409662518165,0.6060006570343265
65100,0.9393584509515722,0.546176927736764
65600,0.9289382342368501,1.6494090203110225
66100,0.971625266546554,2.8700463106211602
66600,0.9510467829853193,0.6913158578091428
67100,0.9514942893663523,0.7386952372120501
67600,0.9368342250128293,0.8134273257630411
68100,0.9446604054953336,0.015163259918192881
68600,0.924311526217307,2.1392580234434653
69100,0.9311301845179047,1.417338041214196
69600,0.9529369466236656,0.8914354179997034
70100,0.9314388740909726,1.3846557800890182
70600,0.9370982319231181,0.7854758057451798
71100,0.9363880030919426,0.8606707139774955
71600,0.9403043503962583,0.4460305821956547
72100,0.9306821409349113,1.4647742964440857
72600,0.9356551503799183,0.9382609074609929
73100,0.9307182956646656,1.460946443410386
73600,0.9253201408257072,2.032471760212078
74100,0.9514835350291087,0.7375566303762854
74600,0.9484947115346775,0.42111733852952715
75100,0.9283280550373101,1.714011253986518
75600,0.9422498696069037,0.24005029515696685
76100,0.9635262729646101,2.012571856704135
76600,0.9588869078331831,1.5213827919960135
77100,0.960864798665328,1.7307903985141946
77600,0.9469059735552425,0.25291097837505594
78100,0.936860373845414,0.8106588390721642
78600,0.9364668106272496,0.8523270293433265
79100,0.9585706487110205,1.4878991109276352
79600,0.956457872658313,1.2642106397966895
80100,0.9504874739525807,0.632099462269874
80600,0.9467623462877381,0.23770455654932585
81100,0.9438024213774561,0.07567512086367306
81600,0.934802435084886,1.028541455847229
82100,0.9217674332974023,2.4086118221762973
82600,0.9472608978914845,0.2904883079928291
83100,0.9345417810894903,1.0561379886882427
83600,0.9479082556124591,0.3590267878255803
84100,0.9398450096806966,0.4946629122812328
84600,0.9454375000210584,0.09743751996617747
85100,0.9602180105966095,1.6623122301574584
85600,0.9301903442926,1.5168428717599516
86100,0.9557277435902026,1.186908809929505
86600,0.9609871105634687,1.7437400726934142
87100,0.9456479427182141,0.11971797185178709
87600,0.9182757179413987,2.778294386785051
88100,0.9404318116743067,0.4325357215460805
88600,0.942805780195896,0.1811937071253898
89100,0.9484265513002957,0.41390092834670866
89600,0.9574567819968336,1.3699693653586162
90100,0.9356341938490716,0.940479663367134
90600,0.9311144997961517,1.4189986485580557
91100,0.9365693209777861,0.8414738281452008
91600,0.9404786757341842,0.42757402676941014
92100,0.9476179638222717,0.32829237721653315
92600,0.9343119639691281,1.0804696921016996
93100,0.9376483215890572,0.7272355032762303
93600,0.9424031999969144,0.22381656301321287
94100,0.9283038422494285,1.7165747634962474
94600,0.9387102517226866,0.6148045015451021
95100,0.9471670833130506,0.28055576469616084
95600,0.9438404163007437,0.07165243881459885
96100,0.9358946901113538,0.9128998303930917
96600,0.9401084053380029,0.46677610818296406
97100,0.927157352660104,1.8379584298223082
97600,0.9653403641383291,2.204637305676505
98100,0.9405002060443018,0.4252945224428538
98600,0.9377029709132454,0.7214495498807766
99100,0.9358169008551059,0.9211357055480608
99600,0.932973649175562,1.2221626981735347
