size,data_type,algorithm,threshold,iteration,time_µs
62000,reversed,merge_hybrid,10,4,4207
62000,reversed,merge_hybrid,15,0,4301
62000,reversed,merge_hybrid,15,1,4230
62000,reversed,merge_hybrid,15,2,4195
62000,reversed,merge_hybrid,15,3,5479
62000,reversed,merge_hybrid,15,4,4334
62000,reversed,merge_hybrid,20,0,4326
62000,reversed,merge_hybrid,20,1,4552
62000,reversed,merge_hybrid,20,2,4395
62000,reversed,merge_hybrid,20,3,4384
62000,reversed,merge_hybrid,20,4,4580
62000,reversed,merge_hybrid,30,0,5028
62000,reversed,merge_hybrid,30,1,4883
62000,reversed,merge_hybrid,30,2,4918
62000,reversed,merge_hybrid,30,3,5043
62000,reversed,merge_hybrid,30,4,5228
62000,reversed,merge_hybrid,50,0,5356
62000,reversed,merge_hybrid,50,1,5448
62000,reversed,merge_hybrid,50,2,5335
62000,reversed,merge_hybrid,50,3,5613
62000,reversed,merge_hybrid,50,4,5253
62000,nearly_sorted,merge_std,0,0,7438
62000,nearly_sorted,merge_std,0,1,6090
62000,nearly_sorted,merge_std,0,2,5851
62000,nearly_sorted,merge_std,0,3,6045
62000,nearly_sorted,merge_std,0,4,5849
62000,nearly_sorted,merge_hybrid,5,0,5020
62000,nearly_sorted,merge_hybrid,5,1,4981
62000,nearly_sorted,merge_hybrid,5,2,5012
62000,nearly_sorted,merge_hybrid,5,3,5300
62000,nearly_sorted,merge_hybrid,5,4,5033
62000,nearly_sorted,merge_hybrid,10,0,4708
62000,nearly_sorted,merge_hybrid,10,1,4757
62000,nearly_sorted,merge_hybrid,10,2,4719
62000,nearly_sorted,merge_hybrid,10,3,4681
62000,nearly_sorted,merge_hybrid,10,4,4719
62000,nearly_sorted,merge_hybrid,15,0,4304
62000,nearly_sorted,merge_hybrid,15,1,4316
62000,nearly_sorted,merge_hybrid,15,2,4345
62000,nearly_sorted,merge_hybrid,15,3,4482
62000,nearly_sorted,merge_hybrid,15,4,4517
62000,nearly_sorted,merge_hybrid,20,0,4846
62000,nearly_sorted,merge_hybrid,20,1,4524
62000,nearly_sorted,merge_hybrid,20,2,4626
62000,nearly_sorted,merge_hybrid,20,3,4320
62000,nearly_sorted,merge_hybrid,20,4,4359
62000,nearly_sorted,merge_hybrid,30,0,3990
62000,nearly_sorted,merge_hybrid,30,1,3973
62000,nearly_sorted,merge_hybrid,30,2,4006
62000,nearly_sorted,merge_hybrid,30,3,4001
62000,nearly_sorted,merge_hybrid,30,4,3987
62000,nearly_sorted,merge_hybrid,50,0,4073
62000,nearly_sorted,merge_hybrid,50,1,3908
62000,nearly_sorted,merge_hybrid,50,2,3935
62000,nearly_sorted,merge_hybrid,50,3,3891
62000,nearly_sorted,merge_hybrid,50,4,5089
62100,random,merge_std,0,0,10384
62100,random,merge_std,0,1,10312
62100,random,merge_std,0,2,10284
62100,random,merge_std,0,3,10142
62100,random,merge_std,0,4,10468
62100,random,merge_hybrid,5,0,10807
62100,random,merge_hybrid,5,1,10461
62100,random,merge_hybrid,5,2,9334
62100,random,merge_hybrid,5,3,9512
62100,random,merge_hybrid,5,4,9409
62100,random,merge_hybrid,10,0,8965
62100,random,merge_hybrid,10,1,8991
62100,random,merge_hybrid,10,2,9092
62100,random,merge_hybrid,10,3,9045
62100,random,merge_hybrid,10,4,10338
62100,random,merge_hybrid,15,0,8904
62100,random,merge_hybrid,15,1,8891
62100,random,merge_hybrid,15,2,9159
62100,random,merge_hybrid,15,3,8712
62100,random,merge_hybrid,15,4,8767
62100,random,merge_hybrid,20,0,8629
62100,random,merge_hybrid,20,1,8637
62100,random,merge_hybrid,20,2,8685
62100,random,merge_hybrid,20,3,8641
62100,random,merge_hybrid,20,4,8357
62100,random,merge_hybrid,30,0,9178
62100,random,merge_hybrid,30,1,8588
62100,random,merge_hybrid,30,2,8756
62100,random,merge_hybrid,30,3,8947
62100,random,merge_hybrid,30,4,8712
62100,random,merge_hybrid,50,0,8840
62100,random,merge_hybrid,50,1,8826
62100,random,merge_hybrid,50,2,8787
62100,random,merge_hybrid,50,3,8779
62100,random,merge_hybrid,50,4,8852
62100,reversed,merge_std,0,0,6805
62100,reversed,merge_std,0,1,6091
62100,reversed,merge_std,0,2,5704
62100,reversed,merge_std,0,3,7159
62100,reversed,merge_std,0,4,7015
62100,reversed,merge_hybrid,5,0,4919
62100,reversed,merge_hybrid,5,1,4876
62100,reversed,merge_hybrid,5,2,4676
62100,reversed,merge_hybrid,5,3,4916
62100,reversed,merge_hybrid,5,4,4774
62100,reversed,merge_hybrid,10,0,4506
62100,reversed,merge_hybrid,10,1,4391
62100,reversed,merge_hybrid,10,2,4423
62100,reversed,merge_hybrid,10,3,5398
62100,reversed,merge_hybrid,10,4,4545
62100,reversed,merge_hybrid,15,0,4400
62100,reversed,merge_hybrid,15,1,4389
62100,reversed,merge_hybrid,15,2,5651
62100,reversed,merge_hybrid,15,3,4119
62100,reversed,merge_hybrid,15,4,4197
62100,reversed,merge_hybrid,20,0,4178
62100,reversed,merge_hybrid,20,1,4345
62100,reversed,merge_hybrid,20,2,4197
62100,reversed,merge_hybrid,20,3,4173
62100,reversed,merge_hybrid,20,4,4233
62100,reversed,merge_hybrid,30,0,4674
62100,reversed,merge_hybrid,30,1,4719
62100,reversed,merge_hybrid,30,2,4645
62100,reversed,merge_hybrid,30,3,5817
62100,reversed,merge_hybrid,30,4,4703
62100,reversed,merge_hybrid,50,0,5106
62100,reversed,merge_hybrid,50,1,5031
62100,reversed,merge_hybrid,50,2,5047
62100,reversed,merge_hybrid,50,3,5095
62100,reversed,merge_hybrid,50,4,5318
62100,nearly_sorted,merge_std,0,0,7200
62100,nearly_sorted,merge_std,0,1,6114
62100,nearly_sorted,merge_std,0,2,6212
62100,nearly_sorted,merge_std,0,3,5841
62100,nearly_sorted,merge_std,0,4,5540
62100,nearly_sorted,merge_hybrid,5,0,4944
62100,nearly_sorted,merge_hybrid,5,1,5039
62100,nearly_sorted,merge_hybrid,5,2,5168
62100,nearly_sorted,merge_hybrid,5,3,5042
62100,nearly_sorted,merge_hybrid,5,4,5145
62100,nearly_sorted,merge_hybrid,10,0,4673
62100,nearly_sorted,merge_hybrid,10,1,4683
62100,nearly_sorted,merge_hybrid,10,2,4652
62100,nearly_sorted,merge_hybrid,10,3,4716
62100,nearly_sorted,merge_hybrid,10,4,4809
62100,nearly_sorted,merge_hybrid,15,0,4360
62100,nearly_sorted,merge_hybrid,15,1,4302
62100,nearly_sorted,merge_hybrid,15,2,4368
62100,nearly_sorted,merge_hybrid,15,3,4321
62100,nearly_sorted,merge_hybrid,15,4,4391
62100,nearly_sorted,merge_hybrid,20,0,4461
62100,nearly_sorted,merge_hybrid,20,1,5786
62100,nearly_sorted,merge_hybrid,20,2,4330
62100,nearly_sorted,merge_hybrid,20,3,4261
62100,nearly_sorted,merge_hybrid,20,4,4300
62100,nearly_sorted,merge_hybrid,30,0,4040
62100,nearly_sorted,merge_hybrid,30,1,4076
62100,nearly_sorted,merge_hybrid,30,2,4176
62100,nearly_sorted,merge_hybrid,30,3,4396
62100,nearly_sorted,merge_hybrid,30,4,3859
62100,nearly_sorted,merge_hybrid,50,0,3741
62100,nearly_sorted,merge_hybrid,50,1,3726
62100,nearly_sorted,merge_hybrid,50,2,3705
62100,nearly_sorted,merge_hybrid,50,3,3729
62100,nearly_sorted,merge_hybrid,50,4,3960
62200,random,merge_std,0,0,9880
62200,random,merge_std,0,1,10366
62200,random,merge_std,0,2,10231
62200,random,merge_std,0,3,10123
62200,random,merge_std,0,4,10016
62200,random,merge_hybrid,5,0,10015
62200,random,merge_hybrid,5,1,9526
62200,random,merge_hybrid,5,2,9733
62200,random,merge_hybrid,5,3,9889
62200,random,merge_hybrid,5,4,9837
62200,random,merge_hybrid,10,0,10612
62200,random,merge_hybrid,10,1,9480
62200,random,merge_hybrid,10,2,9107
62200,random,merge_hybrid,10,3,9338
62200,random,merge_hybrid,10,4,9340
62200,random,merge_hybrid,15,0,8825
62200,random,merge_hybrid,15,1,8824
62200,random,merge_hybrid,15,2,8825
62200,random,merge_hybrid,15,3,8835
62200,random,merge_hybrid,15,4,8995
62200,random,merge_hybrid,20,0,8831
62200,random,merge_hybrid,20,1,9880
62200,random,merge_hybrid,20,2,8778
62200,random,merge_hybrid,20,3,8341
62200,random,merge_hybrid,20,4,8579
62200,random,merge_hybrid,30,0,8481
62200,random,merge_hybrid,30,1,8613
62200,random,merge_hybrid,30,2,8648
62200,random,merge_hybrid,30,3,8737
62200,random,merge_hybrid,30,4,8889
62200,random,merge_hybrid,50,0,8776
62200,random,merge_hybrid,50,1,8736
62200,random,merge_hybrid,50,2,8919
62200,random,merge_hybrid,50,3,8422
62200,random,merge_hybrid,50,4,8971
62200,reversed,merge_std,0,0,6964
62200,reversed,merge_std,0,1,5719
62200,reversed,merge_std,0,2,5556
62200,reversed,merge_std,0,3,5918
62200,reversed,merge_std,0,4,5448
62200,reversed,merge_hybrid,5,0,4765
62200,reversed,merge_hybrid,5,1,5097
62200,reversed,merge_hybrid,5,2,4755
62200,reversed,merge_hybrid,5,3,4753
62200,reversed,merge_hybrid,5,4,5161
62200,reversed,merge_hybrid,10,0,4449
62200,reversed,merge_hybrid,10,1,4391
62200,reversed,merge_hybrid,10,2,4430
62200,reversed,merge_hybrid,10,3,4413
62200,reversed,merge_hybrid,10,4,4358
62200,reversed,merge_hybrid,15,0,4362
62200,reversed,merge_hybrid,15,1,4771
62200,reversed,merge_hybrid,15,2,4683
62200,reversed,merge_hybrid,15,3,4654
62200,reversed,merge_hybrid,15,4,4475
62200,reversed,merge_hybrid,20,0,4333
62200,reversed,merge_hybrid,20,1,4811
62200,reversed,merge_hybrid,20,2,5265
62200,reversed,merge_hybrid,20,3,4167
62200,reversed,merge_hybrid,20,4,4244
62200,reversed,merge_hybrid,30,0,4874
62200,reversed,merge_hybrid,30,1,4745
62200,reversed,merge_hybrid,30,2,4835
62200,reversed,merge_hybrid,30,3,4901
62200,reversed,merge_hybrid,30,4,4824
62200,reversed,merge_hybrid,50,0,5193
62200,reversed,merge_hybrid,50,1,5050
62200,reversed,merge_hybrid,50,2,5079
62200,reversed,merge_hybrid,50,3,6297
62200,reversed,merge_hybrid,50,4,5145
62200,nearly_sorted,merge_std,0,0,6278
62200,nearly_sorted,merge_std,0,1,5940
62200,nearly_sorted,merge_std,0,2,5896
62200,nearly_sorted,merge_std,0,3,6143
62200,nearly_sorted,merge_std,0,4,6191
62200,nearly_sorted,merge_hybrid,5,0,5089
62200,nearly_sorted,merge_hybrid,5,1,5671
62200,nearly_sorted,merge_hybrid,5,2,5527
62200,nearly_sorted,merge_hybrid,5,3,5296
62200,nearly_sorted,merge_hybrid,5,4,5026
62200,nearly_sorted,merge_hybrid,10,0,4665
62200,nearly_sorted,merge_hybrid,10,1,4789
62200,nearly_sorted,merge_hybrid,10,2,4844
62200,nearly_sorted,merge_hybrid,10,3,4678
62200,nearly_sorted,merge_hybrid,10,4,4828
62200,nearly_sorted,merge_hybrid,15,0,4331
62200,nearly_sorted,merge_hybrid,15,1,4417
62200,nearly_sorted,merge_hybrid,15,2,4439
62200,nearly_sorted,merge_hybrid,15,3,5226
62200,nearly_sorted,merge_hybrid,15,4,4343
62200,nearly_sorted,merge_hybrid,20,0,4426
62200,nearly_sorted,merge_hybrid,20,1,4243
62200,nearly_sorted,merge_hybrid,20,2,4327
62200,nearly_sorted,merge_hybrid,20,3,4241
62200,nearly_sorted,merge_hybrid,20,4,4408
62200,nearly_sorted,merge_hybrid,30,0,4072
62200,nearly_sorted,merge_hybrid,30,1,4067
62200,nearly_sorted,merge_hybrid,30,2,4392
62200,nearly_sorted,merge_hybrid,30,3,4123
62200,nearly_sorted,merge_hybrid,30,4,4045
62200,nearly_sorted,merge_hybrid,50,0,3970
62200,nearly_sorted,merge_hybrid,50,1,5397
62200,nearly_sorted,merge_hybrid,50,2,4019
62200,nearly_sorted,merge_hybrid,50,3,3957
62200,nearly_sorted,merge_hybrid,50,4,4023
62300,random,merge_std,0,0,11599
62300,random,merge_std,0,1,10328
62300,random,merge_std,0,2,10456
62300,random,merge_std,0,3,15047
62300,random,merge_std,0,4,10933
62300,random,merge_hybrid,5,0,10268
62300,random,merge_hybrid,5,1,9460
62300,random,merge_hybrid,5,2,9416
62300,random,merge_hybrid,5,3,9292
62300,random,merge_hybrid,5,4,9143
62300,random,merge_hybrid,10,0,8863
62300,random,merge_hybrid,10,1,9035
62300,random,merge_hybrid,10,2,9074
62300,random,merge_hybrid,10,3,9033
62300,random,merge_hybrid,10,4,9309
62300,random,merge_hybrid,15,0,8888
62300,random,merge_hybrid,15,1,8949
62300,random,merge_hybrid,15,2,8853
62300,random,merge_hybrid,15,3,10061
62300,random,merge_hybrid,15,4,9374
62300,random,merge_hybrid,20,0,8837
62300,random,merge_hybrid,20,1,9898
62300,random,merge_hybrid,20,2,8540
62300,random,merge_hybrid,20,3,8501
62300,random,merge_hybrid,20,4,8609
62300,random,merge_hybrid,30,0,9828
62300,random,merge_hybrid,30,1,9301
62300,random,merge_hybrid,30,2,9294
62300,random,merge_hybrid,30,3,8890
62300,random,merge_hybrid,30,4,8966
62300,random,merge_hybrid,50,0,8845
62300,random,merge_hybrid,50,1,8819
62300,random,merge_hybrid,50,2,8856
62300,random,merge_hybrid,50,3,9824
62300,random,merge_hybrid,50,4,8974
62300,reversed,merge_std,0,0,5597
62300,reversed,merge_std,0,1,5563
62300,reversed,merge_std,0,2,5530
62300,reversed,merge_std,0,3,5727
62300,reversed,merge_std,0,4,5830
62300,reversed,merge_hybrid,5,0,4783
62300,reversed,merge_hybrid,5,1,4749
62300,reversed,merge_hybrid,5,2,4760
62300,reversed,merge_hybrid,5,3,4766
62300,reversed,merge_hybrid,5,4,4778
62300,reversed,merge_hybrid,10,0,4425
62300,reversed,merge_hybrid,10,1,4491
62300,reversed,merge_hybrid,10,2,4470
62300,reversed,merge_hybrid,10,3,4425
62300,reversed,merge_hybrid,10,4,4431
62300,reversed,merge_hybrid,15,0,4467
62300,reversed,merge_hybrid,15,1,4385
62300,reversed,merge_hybrid,15,2,4377
62300,reversed,merge_hybrid,15,3,4656
62300,reversed,merge_hybrid,15,4,4469
62300,reversed,merge_hybrid,20,0,4458
62300,reversed,merge_hybrid,20,1,4631
62300,reversed,merge_hybrid,20,2,5702
62300,reversed,merge_hybrid,20,3,4438
62300,reversed,merge_hybrid,20,4,4558
62300,reversed,merge_hybrid,30,0,4780
62300,reversed,merge_hybrid,30,1,4814
62300,reversed,merge_hybrid,30,2,4800
62300,reversed,merge_hybrid,30,3,4763
62300,reversed,merge_hybrid,30,4,4747
62300,reversed,merge_hybrid,50,0,5132
62300,reversed,merge_hybrid,50,1,5101
62300,reversed,merge_hybrid,50,2,5147
62300,reversed,merge_hybrid,50,3,5189
62300,reversed,merge_hybrid,50,4,5145
62300,nearly_sorted,merge_std,0,0,6117
62300,nearly_sorted,merge_std,0,1,6827
62300,nearly_sorted,merge_std,0,2,5936
62300,nearly_sorted,merge_std,0,3,5903
62300,nearly_sorted,merge_std,0,4,5795
62300,nearly_sorted,merge_hybrid,5,0,5088
62300,nearly_sorted,merge_hybrid,5,1,5412
62300,nearly_sorted,merge_hybrid,5,2,5179
62300,nearly_sorted,merge_hybrid,5,3,5174
62300,nearly_sorted,merge_hybrid,5,4,5040
62300,nearly_sorted,merge_hybrid,10,0,4693
62300,nearly_sorted,merge_hybrid,10,1,4704
62300,nearly_sorted,merge_hybrid,10,2,4709
62300,nearly_sorted,merge_hybrid,10,3,4654
62300,nearly_sorted,merge_hybrid,10,4,4673
62300,nearly_sorted,merge_hybrid,15,0,4348
62300,nearly_sorted,merge_hybrid,15,1,5678
62300,nearly_sorted,merge_hybrid,15,2,4591
62300,nearly_sorted,merge_hybrid,15,3,5416
62300,nearly_sorted,merge_hybrid,15,4,4398
62300,nearly_sorted,merge_hybrid,20,0,4271
62300,nearly_sorted,merge_hybrid,20,1,8103
62300,nearly_sorted,merge_hybrid,20,2,8232
62300,nearly_sorted,merge_hybrid,20,3,5340
62300,nearly_sorted,merge_hybrid,20,4,4185
62300,nearly_sorted,merge_hybrid,30,0,3948
62300,nearly_sorted,merge_hybrid,30,1,3896
62300,nearly_sorted,merge_hybrid,30,2,3963
62300,nearly_sorted,merge_hybrid,30,3,3897
62300,nearly_sorted,merge_hybrid,30,4,3994
62300,nearly_sorted,merge_hybrid,50,0,3764
62300,nearly_sorted,merge_hybrid,50,1,3857
62300,nearly_sorted,merge_hybrid,50,2,4263
62300,nearly_sorted,merge_hybrid,50,3,4575
62300,nearly_sorted,merge_hybrid,50,4,3900
62400,random,merge_std,0,0,10600
62400,random,merge_std,0,1,10736
62400,random,merge_std,0,2,10450
62400,random,merge_std,0,3,10331
62400,random,merge_std,0,4,10387
62400,random,merge_hybrid,5,0,9407
62400,random,merge_hybrid,5,1,9404
62400,random,merge_hybrid,5,2,10678
62400,random,merge_hybrid,5,3,9071
62400,random,merge_hybrid,5,4,9357
62400,random,merge_hybrid,10,0,8988
62400,random,merge_hybrid,10,1,8935
62400,random,merge_hybrid,10,2,9031
62400,random,merge_hybrid,10,3,9010
62400,random,merge_hybrid,10,4,9852
62400,random,merge_hybrid,15,0,10608
62400,random,merge_hybrid,15,1,12266
62400,random,merge_hybrid,15,2,10473
62400,random,merge_hybrid,15,3,8693
62400,random,merge_hybrid,15,4,9082
62400,random,merge_hybrid,20,0,8777
62400,random,merge_hybrid,20,1,9394
62400,random,merge_hybrid,20,2,8934
62400,random,merge_hybrid,20,3,8780
62400,random,merge_hybrid,20,4,8914
62400,random,merge_hybrid,30,0,8865
62400,random,merge_hybrid,30,1,9346
62400,random,merge_hybrid,30,2,9253
62400,random,merge_hybrid,30,3,8909
62400,random,merge_hybrid,30,4,8948
62400,random,merge_hybrid,50,0,9121
62400,random,merge_hybrid,50,1,8778
62400,random,merge_hybrid,50,2,8908
62400,random,merge_hybrid,50,3,8808
62400,random,merge_hybrid,50,4,8912
62400,reversed,merge_std,0,0,6949
62400,reversed,merge_std,0,1,5868
62400,reversed,merge_std,0,2,6840
62400,reversed,merge_std,0,3,5994
62400,reversed,merge_std,0,4,5633
62400,reversed,merge_hybrid,5,0,5184
62400,reversed,merge_hybrid,5,1,4756
62400,reversed,merge_hybrid,5,2,4842
62400,reversed,merge_hybrid,5,3,5060
62400,reversed,merge_hybrid,5,4,6315
62400,reversed,merge_hybrid,10,0,4511
62400,reversed,merge_hybrid,10,1,4515
62400,reversed,merge_hybrid,10,2,4461
62400,reversed,merge_hybrid,10,3,4518
62400,reversed,merge_hybrid,10,4,4644
62400,reversed,merge_hybrid,15,0,4518
62400,reversed,merge_hybrid,15,1,4413
62400,reversed,merge_hybrid,15,2,4697
62400,reversed,merge_hybrid,15,3,4396
62400,reversed,merge_hybrid,15,4,4474
62400,reversed,merge_hybrid,20,0,4526
62400,reversed,merge_hybrid,20,1,4581
62400,reversed,merge_hybrid,20,2,4371
62400,reversed,merge_hybrid,20,3,4678
62400,reversed,merge_hybrid,20,4,4995
62400,reversed,merge_hybrid,30,0,5190
62400,reversed,merge_hybrid,30,1,4909
62400,reversed,merge_hybrid,30,2,4700
62400,reversed,merge_hybrid,30,3,4794
62400,reversed,merge_hybrid,30,4,4746
62400,reversed,merge_hybrid,50,0,5176
62400,reversed,merge_hybrid,50,1,5130
62400,reversed,merge_hybrid,50,2,5429
62400,reversed,merge_hybrid,50,3,5070
62400,reversed,merge_hybrid,50,4,5115
62400,nearly_sorted,merge_std,0,0,5829
62400,nearly_sorted,merge_std,0,1,5798
62400,nearly_sorted,merge_std,0,2,5828
62400,nearly_sorted,merge_std,0,3,5771
62400,nearly_sorted,merge_std,0,4,5851
62400,nearly_sorted,merge_hybrid,5,0,5069
62400,nearly_sorted,merge_hybrid,5,1,5070
62400,nearly_sorted,merge_hybrid,5,2,6381
62400,nearly_sorted,merge_hybrid,5,3,5165
62400,nearly_sorted,merge_hybrid,5,4,4908
62400,nearly_sorted,merge_hybrid,10,0,4706
62400,nearly_sorted,merge_hybrid,10,1,4622
62400,nearly_sorted,merge_hybrid,10,2,4654
62400,nearly_sorted,merge_hybrid,10,3,5022
62400,nearly_sorted,merge_hybrid,10,4,4647
62400,nearly_sorted,merge_hybrid,15,0,4349
62400,nearly_sorted,merge_hybrid,15,1,4414
62400,nearly_sorted,merge_hybrid,15,2,4422
62400,nearly_sorted,merge_hybrid,15,3,4444
62400,nearly_sorted,merge_hybrid,15,4,5231
62400,nearly_sorted,merge_hybrid,20,0,4358
62400,nearly_sorted,merge_hybrid,20,1,4257
62400,nearly_sorted,merge_hybrid,20,2,4351
62400,nearly_sorted,merge_hybrid,20,3,4305
62400,nearly_sorted,merge_hybrid,20,4,4374
62400,nearly_sorted,merge_hybrid,30,0,4223
62400,nearly_sorted,merge_hybrid,30,1,4154
62400,nearly_sorted,merge_hybrid,30,2,4145
62400,nearly_sorted,merge_hybrid,30,3,4088
62400,nearly_sorted,merge_hybrid,30,4,4125
62400,nearly_sorted,merge_hybrid,50,0,3920
62400,nearly_sorted,merge_hybrid,50,1,4062
62400,nearly_sorted,merge_hybrid,50,2,3973
62400,nearly_sorted,merge_hybrid,50,3,4140
62400,nearly_sorted,merge_hybrid,50,4,4024
62500,random,merge_std,0,0,11073
62500,random,merge_std,0,1,10259
62500,random,merge_std,0,2,10099
62500,random,merge_std,0,3,9851
62500,random,merge_std,0,4,9728
62500,random,merge_hybrid,5,0,9613
62500,random,merge_hybrid,5,1,9067
62500,random,merge_hybrid,5,2,9019
62500,random,merge_hybrid,5,3,9510
62500,random,merge_hybrid,5,4,10682
62500,random,merge_hybrid,10,0,9246
62500,random,merge_hybrid,10,1,9081
62500,random,merge_hybrid,10,2,9173
62500,random,merge_hybrid,10,3,9109
62500,random,merge_hybrid,10,4,9056
62500,random,merge_hybrid,15,0,8858
62500,random,merge_hybrid,15,1,8875
62500,random,merge_hybrid,15,2,8845
62500,random,merge_hybrid,15,3,8850
62500,random,merge_hybrid,15,4,9807
62500,random,merge_hybrid,20,0,8542
62500,random,merge_hybrid,20,1,8654
62500,random,merge_hybrid,20,2,8759
62500,random,merge_hybrid,20,3,8852
62500,random,merge_hybrid,20,4,8909
62500,random,merge_hybrid,30,0,8830
62500,random,merge_hybrid,30,1,8740
62500,random,merge_hybrid,30,2,10490
62500,random,merge_hybrid,30,3,8865
62500,random,merge_hybrid,30,4,8513
62500,random,merge_hybrid,50,0,8759
62500,random,merge_hybrid,50,1,9165
62500,random,merge_hybrid,50,2,8643
62500,random,merge_hybrid,50,3,8742
62500,random,merge_hybrid,50,4,8765
62500,reversed,merge_std,0,0,5904
62500,reversed,merge_std,0,1,5834
62500,reversed,merge_std,0,2,6742
62500,reversed,merge_std,0,3,5658
62500,reversed,merge_std,0,4,6170
62500,reversed,merge_hybrid,5,0,4811
62500,reversed,merge_hybrid,5,1,5531
62500,reversed,merge_hybrid,5,2,4825
62500,reversed,merge_hybrid,5,3,4830
62500,reversed,merge_hybrid,5,4,4735
62500,reversed,merge_hybrid,10,0,4550
62500,reversed,merge_hybrid,10,1,4665
62500,reversed,merge_hybrid,10,2,4403
62500,reversed,merge_hybrid,10,3,4458
62500,reversed,merge_hybrid,10,4,4538
62500,reversed,merge_hybrid,15,0,4409
62500,reversed,merge_hybrid,15,1,4468
62500,reversed,merge_hybrid,15,2,4381
62500,reversed,merge_hybrid,15,3,4379
62500,reversed,merge_hybrid,15,4,4516
62500,reversed,merge_hybrid,20,0,4753
62500,reversed,merge_hybrid,20,1,4533
62500,reversed,merge_hybrid,20,2,4373
62500,reversed,merge_hybrid,20,3,4323
62500,reversed,merge_hybrid,20,4,4354
62500,reversed,merge_hybrid,30,0,4705
62500,reversed,merge_hybrid,30,1,7254
62500,reversed,merge_hybrid,30,2,4736
62500,reversed,merge_hybrid,30,3,4777
62500,reversed,merge_hybrid,30,4,5004
62500,reversed,merge_hybrid,50,0,5677
62500,reversed,merge_hybrid,50,1,5288
62500,reversed,merge_hybrid,50,2,5231
62500,reversed,merge_hybrid,50,3,5167
62500,reversed,merge_hybrid,50,4,5213
62500,nearly_sorted,merge_std,0,0,6933
62500,nearly_sorted,merge_std,0,1,5837
62500,nearly_sorted,merge_std,0,2,5867
62500,nearly_sorted,merge_std,0,3,6158
62500,nearly_sorted,merge_std,0,4,6014
62500,nearly_sorted,merge_hybrid,5,0,5225
62500,nearly_sorted,merge_hybrid,5,1,4889
62500,nearly_sorted,merge_hybrid,5,2,5006
62500,nearly_sorted,merge_hybrid,5,3,4858
62500,nearly_sorted,merge_hybrid,5,4,4992
62500,nearly_sorted,merge_hybrid,10,0,4719
62500,nearly_sorted,merge_hybrid,10,1,4731
62500,nearly_sorted,merge_hybrid,10,2,4732
62500,nearly_sorted,merge_hybrid,10,3,4738
62500,nearly_sorted,merge_hybrid,10,4,4653
62500,nearly_sorted,merge_hybrid,15,0,4452
62500,nearly_sorted,merge_hybrid,15,1,4305
62500,nearly_sorted,merge_hybrid,15,2,4238
62500,nearly_sorted,merge_hybrid,15,3,4335
62500,nearly_sorted,merge_hybrid,15,4,4615
62500,nearly_sorted,merge_hybrid,20,0,4310
62500,nearly_sorted,merge_hybrid,20,1,4299
62500,nearly_sorted,merge_hybrid,20,2,4286
62500,nearly_sorted,merge_hybrid,20,3,4365
62500,nearly_sorted,merge_hybrid,20,4,4287
62500,nearly_sorted,merge_hybrid,30,0,4168
62500,nearly_sorted,merge_hybrid,30,1,4109
62500,nearly_sorted,merge_hybrid,30,2,4104
62500,nearly_sorted,merge_hybrid,30,3,4394
62500,nearly_sorted,merge_hybrid,30,4,4299
62500,nearly_sorted,merge_hybrid,50,0,4198
62500,nearly_sorted,merge_hybrid,50,1,4059
62500,nearly_sorted,merge_hybrid,50,2,3926
62500,nearly_sorted,merge_hybrid,50,3,3943
62500,nearly_sorted,merge_hybrid,50,4,3921
62600,random,merge_std,0,0,10681
62600,random,merge_std,0,1,10651
62600,random,merge_std,0,2,10318
62600,random,merge_std,0,3,10751
62600,random,merge_std,0,4,10374
62600,random,merge_hybrid,5,0,9519
62600,random,merge_hybrid,5,1,10141
62600,random,merge_hybrid,5,2,9574
62600,random,merge_hybrid,5,3,10668
62600,random,merge_hybrid,5,4,9646
62600,random,merge_hybrid,10,0,9283
62600,random,merge_hybrid,10,1,9178
62600,random,merge_hybrid,10,2,9326
62600,random,merge_hybrid,10,3,9168
62600,random,merge_hybrid,10,4,9136
62600,random,merge_hybrid,15,0,8944
62600,random,merge_hybrid,15,1,8864
62600,random,merge_hybrid,15,2,10098
62600,random,merge_hybrid,15,3,8562
62600,random,merge_hybrid,15,4,8814
62600,random,merge_hybrid,20,0,8534
62600,random,merge_hybrid,20,1,8810
62600,random,merge_hybrid,20,2,8760
62600,random,merge_hybrid,20,3,8877
62600,random,merge_hybrid,20,4,9014
62600,random,merge_hybrid,30,0,8807
62600,random,merge_hybrid,30,1,8793
62600,random,merge_hybrid,30,2,8753
62600,random,merge_hybrid,30,3,8785
62600,random,merge_hybrid,30,4,9845
62600,random,merge_hybrid,50,0,9049
62600,random,merge_hybrid,50,1,8871
62600,random,merge_hybrid,50,2,9083
62600,random,merge_hybrid,50,3,9014
62600,random,merge_hybrid,50,4,8796
62600,reversed,merge_std,0,0,6668
62600,reversed,merge_std,0,1,5582
62600,reversed,merge_std,0,2,6785
62600,reversed,merge_std,0,3,5644
62600,reversed,merge_std,0,4,5329
62600,reversed,merge_hybrid,5,0,4622
62600,reversed,merge_hybrid,5,1,4562
62600,reversed,merge_hybrid,5,2,4550
62600,reversed,merge_hybrid,5,3,4807
62600,reversed,merge_hybrid,5,4,5103
62600,reversed,merge_hybrid,10,0,4380
62600,reversed,merge_hybrid,10,1,4684
