size,data_type,algorithm,threshold,iteration,time_µs
500,random,merge_std,0,0,138
500,random,merge_std,0,1,139
500,random,merge_std,0,2,56
500,random,merge_std,0,3,50
500,random,merge_std,0,4,49
500,random,merge_hybrid,5,0,44
500,random,merge_hybrid,5,1,42
500,random,merge_hybrid,5,2,41
500,random,merge_hybrid,5,3,40
500,random,merge_hybrid,5,4,40
500,random,merge_hybrid,10,0,39
500,random,merge_hybrid,10,1,38
500,random,merge_hybrid,10,2,38
500,random,merge_hybrid,10,3,37
500,random,merge_hybrid,10,4,36
500,random,merge_hybrid,15,0,36
500,random,merge_hybrid,15,1,35
500,random,merge_hybrid,15,2,35
500,random,merge_hybrid,15,3,34
500,random,merge_hybrid,15,4,34
500,random,merge_hybrid,20,0,34
500,random,merge_hybrid,20,1,33
500,random,merge_hybrid,20,2,33
500,random,merge_hybrid,20,3,34
500,random,merge_hybrid,20,4,33
500,random,merge_hybrid,30,0,33
500,random,merge_hybrid,30,1,32
500,random,merge_hybrid,30,2,32
500,random,merge_hybrid,30,3,32
500,random,merge_hybrid,30,4,31
500,random,merge_hybrid,50,0,42
500,random,merge_hybrid,50,1,35
500,random,merge_hybrid,50,2,35
500,random,merge_hybrid,50,3,34
500,random,merge_hybrid,50,4,34
500,reversed,merge_std,0,0,50
500,reversed,merge_std,0,1,32
500,reversed,merge_std,0,2,32
500,reversed,merge_std,0,3,32
500,reversed,merge_std,0,4,32
500,reversed,merge_hybrid,5,0,27
500,reversed,merge_hybrid,5,1,25
500,reversed,merge_hybrid,5,2,25
500,reversed,merge_hybrid,5,3,25
500,reversed,merge_hybrid,5,4,25
500,reversed,merge_hybrid,10,0,23
500,reversed,merge_hybrid,10,1,22
500,reversed,merge_hybrid,10,2,22
500,reversed,merge_hybrid,10,3,22
500,reversed,merge_hybrid,10,4,22
500,reversed,merge_hybrid,15,0,22
500,reversed,merge_hybrid,15,1,23
500,reversed,merge_hybrid,15,2,22
500,reversed,merge_hybrid,15,3,22
500,reversed,merge_hybrid,15,4,22
500,reversed,merge_hybrid,20,0,23
500,reversed,merge_hybrid,20,1,23
500,reversed,merge_hybrid,20,2,23
500,reversed,merge_hybrid,20,3,23
500,reversed,merge_hybrid,20,4,23
500,reversed,merge_hybrid,30,0,23
500,reversed,merge_hybrid,30,1,23
500,reversed,merge_hybrid,30,2,23
500,reversed,merge_hybrid,30,3,22
500,reversed,merge_hybrid,30,4,23
500,reversed,merge_hybrid,50,0,29
500,reversed,merge_hybrid,50,1,29
500,reversed,merge_hybrid,50,2,29
500,reversed,merge_hybrid,50,3,29
500,reversed,merge_hybrid,50,4,29
500,nearly_sorted,merge_std,0,0,31
500,nearly_sorted,merge_std,0,1,30
500,nearly_sorted,merge_std,0,2,30
500,nearly_sorted,merge_std,0,3,30
500,nearly_sorted,merge_std,0,4,30
500,nearly_sorted,merge_hybrid,5,0,25
500,nearly_sorted,merge_hybrid,5,1,56
500,nearly_sorted,merge_hybrid,5,2,26
500,nearly_sorted,merge_hybrid,5,3,25
500,nearly_sorted,merge_hybrid,5,4,25
500,nearly_sorted,merge_hybrid,10,0,21
500,nearly_sorted,merge_hybrid,10,1,20
500,nearly_sorted,merge_hybrid,10,2,20
500,nearly_sorted,merge_hybrid,10,3,20
500,nearly_sorted,merge_hybrid,10,4,20
500,nearly_sorted,merge_hybrid,15,0,19
500,nearly_sorted,merge_hybrid,15,1,19
500,nearly_sorted,merge_hybrid,15,2,19
500,nearly_sorted,merge_hybrid,15,3,19
500,nearly_sorted,merge_hybrid,15,4,19
500,nearly_sorted,merge_hybrid,20,0,17
500,nearly_sorted,merge_hybrid,20,1,17
500,nearly_sorted,merge_hybrid,20,2,16
500,nearly_sorted,merge_hybrid,20,3,16
500,nearly_sorted,merge_hybrid,20,4,16
500,nearly_sorted,merge_hybrid,30,0,17
500,nearly_sorted,merge_hybrid,30,1,16
500,nearly_sorted,merge_hybrid,30,2,16
500,nearly_sorted,merge_hybrid,30,3,16
500,nearly_sorted,merge_hybrid,30,4,17
500,nearly_sorted,merge_hybrid,50,0,13
500,nearly_sorted,merge_hybrid,50,1,13
500,nearly_sorted,merge_hybrid,50,2,13
500,nearly_sorted,merge_hybrid,50,3,14
500,nearly_sorted,merge_hybrid,50,4,13
600,random,merge_std,0,0,105
600,random,merge_std,0,1,65
600,random,merge_std,0,2,63
600,random,merge_std,0,3,62
600,random,merge_std,0,4,61
600,random,merge_hybrid,5,0,57
600,random,merge_hybrid,5,1,54
600,random,merge_hybrid,5,2,54
600,random,merge_hybrid,5,3,54
600,random,merge_hybrid,5,4,50
600,random,merge_hybrid,10,0,50
600,random,merge_hybrid,10,1,48
600,random,merge_hybrid,10,2,47
600,random,merge_hybrid,10,3,46
600,random,merge_hybrid,10,4,46
600,random,merge_hybrid,15,0,46
600,random,merge_hybrid,15,1,46
600,random,merge_hybrid,15,2,46
600,random,merge_hybrid,15,3,54
600,random,merge_hybrid,15,4,45
600,random,merge_hybrid,20,0,46
600,random,merge_hybrid,20,1,45
600,random,merge_hybrid,20,2,45
600,random,merge_hybrid,20,3,44
600,random,merge_hybrid,20,4,44
600,random,merge_hybrid,30,0,45
600,random,merge_hybrid,30,1,44
600,random,merge_hybrid,30,2,43
600,random,merge_hybrid,30,3,43
600,random,merge_hybrid,30,4,43
600,random,merge_hybrid,50,0,47
600,random,merge_hybrid,50,1,47
600,random,merge_hybrid,50,2,46
600,random,merge_hybrid,50,3,46
600,random,merge_hybrid,50,4,46
600,reversed,merge_std,0,0,50
600,reversed,merge_std,0,1,38
600,reversed,merge_std,0,2,37
600,reversed,merge_std,0,3,37
600,reversed,merge_std,0,4,37
600,reversed,merge_hybrid,5,0,31
600,reversed,merge_hybrid,5,1,30
600,reversed,merge_hybrid,5,2,29
600,reversed,merge_hybrid,5,3,28
600,reversed,merge_hybrid,5,4,29
600,reversed,merge_hybrid,10,0,27
600,reversed,merge_hybrid,10,1,26
600,reversed,merge_hybrid,10,2,25
600,reversed,merge_hybrid,10,3,26
600,reversed,merge_hybrid,10,4,25
600,reversed,merge_hybrid,15,0,25
600,reversed,merge_hybrid,15,1,25
600,reversed,merge_hybrid,15,2,25
600,reversed,merge_hybrid,15,3,25
600,reversed,merge_hybrid,15,4,25
600,reversed,merge_hybrid,20,0,26
600,reversed,merge_hybrid,20,1,26
600,reversed,merge_hybrid,20,2,26
600,reversed,merge_hybrid,20,3,26
600,reversed,merge_hybrid,20,4,26
600,reversed,merge_hybrid,30,0,26
600,reversed,merge_hybrid,30,1,26
600,reversed,merge_hybrid,30,2,26
600,reversed,merge_hybrid,30,3,26
600,reversed,merge_hybrid,30,4,26
600,reversed,merge_hybrid,50,0,38
600,reversed,merge_hybrid,50,1,38
600,reversed,merge_hybrid,50,2,37
600,reversed,merge_hybrid,50,3,37
600,reversed,merge_hybrid,50,4,37
600,nearly_sorted,merge_std,0,0,48
600,nearly_sorted,merge_std,0,1,70
600,nearly_sorted,merge_std,0,2,42
600,nearly_sorted,merge_std,0,3,42
600,nearly_sorted,merge_std,0,4,43
600,nearly_sorted,merge_hybrid,5,0,32
600,nearly_sorted,merge_hybrid,5,1,32
600,nearly_sorted,merge_hybrid,5,2,31
600,nearly_sorted,merge_hybrid,5,3,31
600,nearly_sorted,merge_hybrid,5,4,31
600,nearly_sorted,merge_hybrid,10,0,26
600,nearly_sorted,merge_hybrid,10,1,26
600,nearly_sorted,merge_hybrid,10,2,26
600,nearly_sorted,merge_hybrid,10,3,26
600,nearly_sorted,merge_hybrid,10,4,26
600,nearly_sorted,merge_hybrid,15,0,44
600,nearly_sorted,merge_hybrid,15,1,25
600,nearly_sorted,merge_hybrid,15,2,25
600,nearly_sorted,merge_hybrid,15,3,24
600,nearly_sorted,merge_hybrid,15,4,24
600,nearly_sorted,merge_hybrid,20,0,20
600,nearly_sorted,merge_hybrid,20,1,21
600,nearly_sorted,merge_hybrid,20,2,20
600,nearly_sorted,merge_hybrid,20,3,20
600,nearly_sorted,merge_hybrid,20,4,20
600,nearly_sorted,merge_hybrid,30,0,20
600,nearly_sorted,merge_hybrid,30,1,20
600,nearly_sorted,merge_hybrid,30,2,20
600,nearly_sorted,merge_hybrid,30,3,20
600,nearly_sorted,merge_hybrid,30,4,20
600,nearly_sorted,merge_hybrid,50,0,17
600,nearly_sorted,merge_hybrid,50,1,17
600,nearly_sorted,merge_hybrid,50,2,17
600,nearly_sorted,merge_hybrid,50,3,17
600,nearly_sorted,merge_hybrid,50,4,17
700,random,merge_std,0,0,116
700,random,merge_std,0,1,76
700,random,merge_std,0,2,74
700,random,merge_std,0,3,73
700,random,merge_std,0,4,73
700,random,merge_hybrid,5,0,68
700,random,merge_hybrid,5,1,67
700,random,merge_hybrid,5,2,65
700,random,merge_hybrid,5,3,65
700,random,merge_hybrid,5,4,65
700,random,merge_hybrid,10,0,63
700,random,merge_hybrid,10,1,61
700,random,merge_hybrid,10,2,60
700,random,merge_hybrid,10,3,59
700,random,merge_hybrid,10,4,59
700,random,merge_hybrid,15,0,59
700,random,merge_hybrid,15,1,59
700,random,merge_hybrid,15,2,58
700,random,merge_hybrid,15,3,57
700,random,merge_hybrid,15,4,56
700,random,merge_hybrid,20,0,56
700,random,merge_hybrid,20,1,57
700,random,merge_hybrid,20,2,56
700,random,merge_hybrid,20,3,56
700,random,merge_hybrid,20,4,56
700,random,merge_hybrid,30,0,57
700,random,merge_hybrid,30,1,151
700,random,merge_hybrid,30,2,59
700,random,merge_hybrid,30,3,57
700,random,merge_hybrid,30,4,55
700,random,merge_hybrid,50,0,59
700,random,merge_hybrid,50,1,59
700,random,merge_hybrid,50,2,58
700,random,merge_hybrid,50,3,57
700,random,merge_hybrid,50,4,57
700,reversed,merge_std,0,0,81
700,reversed,merge_std,0,1,76
700,reversed,merge_std,0,2,77
700,reversed,merge_std,0,3,76
700,reversed,merge_std,0,4,74
700,reversed,merge_hybrid,5,0,49
700,reversed,merge_hybrid,5,1,50
700,reversed,merge_hybrid,5,2,53
700,reversed,merge_hybrid,5,3,50
700,reversed,merge_hybrid,5,4,53
700,reversed,merge_hybrid,10,0,48
700,reversed,merge_hybrid,10,1,47
700,reversed,merge_hybrid,10,2,49
700,reversed,merge_hybrid,10,3,50
700,reversed,merge_hybrid,10,4,49
700,reversed,merge_hybrid,15,0,45
700,reversed,merge_hybrid,15,1,44
700,reversed,merge_hybrid,15,2,44
700,reversed,merge_hybrid,15,3,44
700,reversed,merge_hybrid,15,4,46
700,reversed,merge_hybrid,20,0,43
700,reversed,merge_hybrid,20,1,48
700,reversed,merge_hybrid,20,2,40
700,reversed,merge_hybrid,20,3,171
700,reversed,merge_hybrid,20,4,32
700,reversed,merge_hybrid,30,0,32
700,reversed,merge_hybrid,30,1,32
700,reversed,merge_hybrid,30,2,32
700,reversed,merge_hybrid,30,3,32
700,reversed,merge_hybrid,30,4,32
700,reversed,merge_hybrid,50,0,49
700,reversed,merge_hybrid,50,1,49
700,reversed,merge_hybrid,50,2,50
700,reversed,merge_hybrid,50,3,50
700,reversed,merge_hybrid,50,4,50
700,nearly_sorted,merge_std,0,0,61
700,nearly_sorted,merge_std,0,1,45
700,nearly_sorted,merge_std,0,2,45
700,nearly_sorted,merge_std,0,3,44
700,nearly_sorted,merge_std,0,4,45
700,nearly_sorted,merge_hybrid,5,0,37
700,nearly_sorted,merge_hybrid,5,1,36
700,nearly_sorted,merge_hybrid,5,2,36
700,nearly_sorted,merge_hybrid,5,3,35
700,nearly_sorted,merge_hybrid,5,4,227
700,nearly_sorted,merge_hybrid,10,0,74
700,nearly_sorted,merge_hybrid,10,1,45
700,nearly_sorted,merge_hybrid,10,2,33
700,nearly_sorted,merge_hybrid,10,3,33
700,nearly_sorted,merge_hybrid,10,4,33
700,nearly_sorted,merge_hybrid,15,0,28
700,nearly_sorted,merge_hybrid,15,1,28
700,nearly_sorted,merge_hybrid,15,2,28
700,nearly_sorted,merge_hybrid,15,3,28
700,nearly_sorted,merge_hybrid,15,4,28
700,nearly_sorted,merge_hybrid,20,0,28
700,nearly_sorted,merge_hybrid,20,1,28
700,nearly_sorted,merge_hybrid,20,2,28
700,nearly_sorted,merge_hybrid,20,3,28
700,nearly_sorted,merge_hybrid,20,4,28
700,nearly_sorted,merge_hybrid,30,0,23
700,nearly_sorted,merge_hybrid,30,1,23
700,nearly_sorted,merge_hybrid,30,2,23
700,nearly_sorted,merge_hybrid,30,3,23
700,nearly_sorted,merge_hybrid,30,4,23
700,nearly_sorted,merge_hybrid,50,0,20
700,nearly_sorted,merge_hybrid,50,1,19
700,nearly_sorted,merge_hybrid,50,2,19
700,nearly_sorted,merge_hybrid,50,3,19
700,nearly_sorted,merge_hybrid,50,4,19
800,random,merge_std,0,0,123
800,random,merge_std,0,1,90
800,random,merge_std,0,2,88
800,random,merge_std,0,3,87
800,random,merge_std,0,4,87
800,random,merge_hybrid,5,0,81
800,random,merge_hybrid,5,1,79
800,random,merge_hybrid,5,2,77
800,random,merge_hybrid,5,3,76
800,random,merge_hybrid,5,4,76
800,random,merge_hybrid,10,0,74
800,random,merge_hybrid,10,1,73
800,random,merge_hybrid,10,2,72
800,random,merge_hybrid,10,3,72
800,random,merge_hybrid,10,4,71
800,random,merge_hybrid,15,0,78
800,random,merge_hybrid,15,1,69
800,random,merge_hybrid,15,2,68
800,random,merge_hybrid,15,3,66
800,random,merge_hybrid,15,4,66
800,random,merge_hybrid,20,0,66
800,random,merge_hybrid,20,1,143
800,random,merge_hybrid,20,2,72
800,random,merge_hybrid,20,3,69
800,random,merge_hybrid,20,4,68
800,random,merge_hybrid,30,0,67
800,random,merge_hybrid,30,1,66
800,random,merge_hybrid,30,2,65
800,random,merge_hybrid,30,3,65
800,random,merge_hybrid,30,4,64
800,random,merge_hybrid,50,0,71
800,random,merge_hybrid,50,1,71
800,random,merge_hybrid,50,2,70
800,random,merge_hybrid,50,3,69
800,random,merge_hybrid,50,4,69
800,reversed,merge_std,0,0,77
800,reversed,merge_std,0,1,53
800,reversed,merge_std,0,2,53
800,reversed,merge_std,0,3,52
800,reversed,merge_std,0,4,52
800,reversed,merge_hybrid,5,0,46
800,reversed,merge_hybrid,5,1,44
800,reversed,merge_hybrid,5,2,44
800,reversed,merge_hybrid,5,3,43
800,reversed,merge_hybrid,5,4,43
800,reversed,merge_hybrid,10,0,52
800,reversed,merge_hybrid,10,1,40
800,reversed,merge_hybrid,10,2,40
800,reversed,merge_hybrid,10,3,39
800,reversed,merge_hybrid,10,4,39
800,reversed,merge_hybrid,15,0,36
800,reversed,merge_hybrid,15,1,36
800,reversed,merge_hybrid,15,2,36
800,reversed,merge_hybrid,15,3,36
800,reversed,merge_hybrid,15,4,36
800,reversed,merge_hybrid,20,0,35
800,reversed,merge_hybrid,20,1,36
800,reversed,merge_hybrid,20,2,38
800,reversed,merge_hybrid,20,3,37
800,reversed,merge_hybrid,20,4,37
800,reversed,merge_hybrid,30,0,43
800,reversed,merge_hybrid,30,1,43
800,reversed,merge_hybrid,30,2,43
800,reversed,merge_hybrid,30,3,42
800,reversed,merge_hybrid,30,4,42
800,reversed,merge_hybrid,50,0,66
800,reversed,merge_hybrid,50,1,68
800,reversed,merge_hybrid,50,2,68
800,reversed,merge_hybrid,50,3,69
800,reversed,merge_hybrid,50,4,66
800,nearly_sorted,merge_std,0,0,57
800,nearly_sorted,merge_std,0,1,54
800,nearly_sorted,merge_std,0,2,53
800,nearly_sorted,merge_std,0,3,55
800,nearly_sorted,merge_std,0,4,54
800,nearly_sorted,merge_hybrid,5,0,45
800,nearly_sorted,merge_hybrid,5,1,44
800,nearly_sorted,merge_hybrid,5,2,44
800,nearly_sorted,merge_hybrid,5,3,44
800,nearly_sorted,merge_hybrid,5,4,43
800,nearly_sorted,merge_hybrid,10,0,39
800,nearly_sorted,merge_hybrid,10,1,39
800,nearly_sorted,merge_hybrid,10,2,38
800,nearly_sorted,merge_hybrid,10,3,39
800,nearly_sorted,merge_hybrid,10,4,38
800,nearly_sorted,merge_hybrid,15,0,32
800,nearly_sorted,merge_hybrid,15,1,32
800,nearly_sorted,merge_hybrid,15,2,32
800,nearly_sorted,merge_hybrid,15,3,32
800,nearly_sorted,merge_hybrid,15,4,31
800,nearly_sorted,merge_hybrid,20,0,32
800,nearly_sorted,merge_hybrid,20,1,31
800,nearly_sorted,merge_hybrid,20,2,32
800,nearly_sorted,merge_hybrid,20,3,43
800,nearly_sorted,merge_hybrid,20,4,32
800,nearly_sorted,merge_hybrid,30,0,27
800,nearly_sorted,merge_hybrid,30,1,27
800,nearly_sorted,merge_hybrid,30,2,27
800,nearly_sorted,merge_hybrid,30,3,27
800,nearly_sorted,merge_hybrid,30,4,26
800,nearly_sorted,merge_hybrid,50,0,22
800,nearly_sorted,merge_hybrid,50,1,22
800,nearly_sorted,merge_hybrid,50,2,22
800,nearly_sorted,merge_hybrid,50,3,22
800,nearly_sorted,merge_hybrid,50,4,22
900,random,merge_std,0,0,145
900,random,merge_std,0,1,104
900,random,merge_std,0,2,135
900,random,merge_std,0,3,102
900,random,merge_std,0,4,101
900,random,merge_hybrid,5,0,91
900,random,merge_hybrid,5,1,88
900,random,merge_hybrid,5,2,86
900,random,merge_hybrid,5,3,86
900,random,merge_hybrid,5,4,85
900,random,merge_hybrid,10,0,84
900,random,merge_hybrid,10,1,82
900,random,merge_hybrid,10,2,81
900,random,merge_hybrid,10,3,81
900,random,merge_hybrid,10,4,80
900,random,merge_hybrid,15,0,77
900,random,merge_hybrid,15,1,77
900,random,merge_hybrid,15,2,76
900,random,merge_hybrid,15,3,140
900,random,merge_hybrid,15,4,84
900,random,merge_hybrid,20,0,82
900,random,merge_hybrid,20,1,82
900,random,merge_hybrid,20,2,90
900,random,merge_hybrid,20,3,81
900,random,merge_hybrid,20,4,81
900,random,merge_hybrid,30,0,83
900,random,merge_hybrid,30,1,81
900,random,merge_hybrid,30,2,83
900,random,merge_hybrid,30,3,80
900,random,merge_hybrid,30,4,78
900,random,merge_hybrid,50,0,81
900,random,merge_hybrid,50,1,80
900,random,merge_hybrid,50,2,80
900,random,merge_hybrid,50,3,80
900,random,merge_hybrid,50,4,81
900,reversed,merge_std,0,0,68
900,reversed,merge_std,0,1,64
900,reversed,merge_std,0,2,63
900,reversed,merge_std,0,3,62
900,reversed,merge_std,0,4,62
900,reversed,merge_hybrid,5,0,54
900,reversed,merge_hybrid,5,1,51
900,reversed,merge_hybrid,5,2,50
900,reversed,merge_hybrid,5,3,49
900,reversed,merge_hybrid,5,4,49
900,reversed,merge_hybrid,10,0,46
900,reversed,merge_hybrid,10,1,45
900,reversed,merge_hybrid,10,2,44
900,reversed,merge_hybrid,10,3,44
900,reversed,merge_hybrid,10,4,44
900,reversed,merge_hybrid,15,0,43
900,reversed,merge_hybrid,15,1,42
900,reversed,merge_hybrid,15,2,42
900,reversed,merge_hybrid,15,3,42
900,reversed,merge_hybrid,15,4,42
900,reversed,merge_hybrid,20,0,42
900,reversed,merge_hybrid,20,1,42
900,reversed,merge_hybrid,20,2,42
900,reversed,merge_hybrid,20,3,42
900,reversed,merge_hybrid,20,4,41
900,reversed,merge_hybrid,30,0,52
900,reversed,merge_hybrid,30,1,53
900,reversed,merge_hybrid,30,2,53
900,reversed,merge_hybrid,30,3,73
900,reversed,merge_hybrid,30,4,54
900,reversed,merge_hybrid,50,0,52
900,reversed,merge_hybrid,50,1,51
900,reversed,merge_hybrid,50,2,52
900,reversed,merge_hybrid,50,3,70
900,reversed,merge_hybrid,50,4,52
900,nearly_sorted,merge_std,0,0,67
900,nearly_sorted,merge_std,0,1,65
900,nearly_sorted,merge_std,0,2,65
900,nearly_sorted,merge_std,0,3,65
900,nearly_sorted,merge_std,0,4,64
900,nearly_sorted,merge_hybrid,5,0,55
900,nearly_sorted,merge_hybrid,5,1,54
900,nearly_sorted,merge_hybrid,5,2,53
900,nearly_sorted,merge_hybrid,5,3,53
900,nearly_sorted,merge_hybrid,5,4,53
900,nearly_sorted,merge_hybrid,10,0,50
900,nearly_sorted,merge_hybrid,10,1,48
900,nearly_sorted,merge_hybrid,10,2,48
900,nearly_sorted,merge_hybrid,10,3,49
900,nearly_sorted,merge_hybrid,10,4,48
900,nearly_sorted,merge_hybrid,15,0,42
900,nearly_sorted,merge_hybrid,15,1,42
900,nearly_sorted,merge_hybrid,15,2,42
900,nearly_sorted,merge_hybrid,15,3,42
900,nearly_sorted,merge_hybrid,15,4,42
900,nearly_sorted,merge_hybrid,20,0,42
900,nearly_sorted,merge_hybrid,20,1,42
900,nearly_sorted,merge_hybrid,20,2,42
900,nearly_sorted,merge_hybrid,20,3,42
900,nearly_sorted,merge_hybrid,20,4,41
900,nearly_sorted,merge_hybrid,30,0,36
900,nearly_sorted,merge_hybrid,30,1,35
900,nearly_sorted,merge_hybrid,30,2,35
900,nearly_sorted,merge_hybrid,30,3,35
900,nearly_sorted,merge_hybrid,30,4,35
900,nearly_sorted,merge_hybrid,50,0,35
900,nearly_sorted,merge_hybrid,50,1,35
900,nearly_sorted,merge_hybrid,50,2,35
900,nearly_sorted,merge_hybrid,50,3,35
900,nearly_sorted,merge_hybrid,50,4,35
1000,random,merge_std,0,0,121
1000,random,merge_std,0,1,115
1000,random,merge_std,0,2,113
1000,random,merge_std,0,3,113
1000,random,merge_std,0,4,112
1000,random,merge_hybrid,5,0,104
1000,random,merge_hybrid,5,1,102
1000,random,merge_hybrid,5,2,99
1000,random,merge_hybrid,5,3,214
1000,random,merge_hybrid,5,4,207
1000,random,merge_hybrid,10,0,144
1000,random,merge_hybrid,10,1,172
1000,random,merge_hybrid,10,2,95
1000,random,merge_hybrid,10,3,93
1000,random,merge_hybrid,10,4,173
1000,random,merge_hybrid,15,0,111
1000,random,merge_hybrid,15,1,120
1000,random,merge_hybrid,15,2,113
1000,random,merge_hybrid,15,3,106
1000,random,merge_hybrid,15,4,181
1000,random,merge_hybrid,20,0,116
1000,random,merge_hybrid,20,1,125
1000,random,merge_hybrid,20,2,130
1000,random,merge_hybrid,20,3,113
1000,random,merge_hybrid,20,4,108
1000,random,merge_hybrid,30,0,109
1000,random,merge_hybrid,30,1,114
1000,random,merge_hybrid,30,2,116
1000,random,merge_hybrid,30,3,114
1000,random,merge_hybrid,30,4,135
1000,random,merge_hybrid,50,0,121
1000,random,merge_hybrid,50,1,131
1000,random,merge_hybrid,50,2,139
1000,random,merge_hybrid,50,3,138
1000,random,merge_hybrid,50,4,142
1000,reversed,merge_std,0,0,83
1000,reversed,merge_std,0,1,68
1000,reversed,merge_std,0,2,67
1000,reversed,merge_std,0,3,67
1000,reversed,merge_std,0,4,66
1000,reversed,merge_hybrid,5,0,56
1000,reversed,merge_hybrid,5,1,55
1000,reversed,merge_hybrid,5,2,54
1000,reversed,merge_hybrid,5,3,54
1000,reversed,merge_hybrid,5,4,54
1000,reversed,merge_hybrid,10,0,50
1000,reversed,merge_hybrid,10,1,49
1000,reversed,merge_hybrid,10,2,49
1000,reversed,merge_hybrid,10,3,48
1000,reversed,merge_hybrid,10,4,49
1000,reversed,merge_hybrid,15,0,58
1000,reversed,merge_hybrid,15,1,49
1000,reversed,merge_hybrid,15,2,48
1000,reversed,merge_hybrid,15,3,49
1000,reversed,merge_hybrid,15,4,48
1000,reversed,merge_hybrid,20,0,50
1000,reversed,merge_hybrid,20,1,49
1000,reversed,merge_hybrid,20,2,51
1000,reversed,merge_hybrid,20,3,50
1000,reversed,merge_hybrid,20,4,50
1000,reversed,merge_hybrid,30,0,49
1000,reversed,merge_hybrid,30,1,49
1000,reversed,merge_hybrid,30,2,49
1000,reversed,merge_hybrid,30,3,49
1000,reversed,merge_hybrid,30,4,50
1000,reversed,merge_hybrid,50,0,131
1000,reversed,merge_hybrid,50,1,84
1000,reversed,merge_hybrid,50,2,66
1000,reversed,merge_hybrid,50,3,65
1000,reversed,merge_hybrid,50,4,66
1000,nearly_sorted,merge_std,0,0,91
1000,nearly_sorted,merge_std,0,1,68
1000,nearly_sorted,merge_std,0,2,68
1000,nearly_sorted,merge_std,0,3,67
1000,nearly_sorted,merge_std,0,4,67
1000,nearly_sorted,merge_hybrid,5,0,56
1000,nearly_sorted,merge_hybrid,5,1,54
1000,nearly_sorted,merge_hybrid,5,2,54
1000,nearly_sorted,merge_hybrid,5,3,54
1000,nearly_sorted,merge_hybrid,5,4,54
1000,nearly_sorted,merge_hybrid,10,0,48
1000,nearly_sorted,merge_hybrid,10,1,48
1000,nearly_sorted,merge_hybrid,10,2,47
1000,nearly_sorted,merge_hybrid,10,3,47
1000,nearly_sorted,merge_hybrid,10,4,47
1000,nearly_sorted,merge_hybrid,15,0,45
1000,nearly_sorted,merge_hybrid,15,1,45
1000,nearly_sorted,merge_hybrid,15,2,45
1000,nearly_sorted,merge_hybrid,15,3,44
1000,nearly_sorted,merge_hybrid,15,4,44
1000,nearly_sorted,merge_hybrid,20,0,40
1000,nearly_sorted,merge_hybrid,20,1,40
1000,nearly_sorted,merge_hybrid,20,2,39
1000,nearly_sorted,merge_hybrid,20,3,39
1000,nearly_sorted,merge_hybrid,20,4,39
1000,nearly_sorted,merge_hybrid,30,0,39
1000,nearly_sorted,merge_hybrid,30,1,40
1000,nearly_sorted,merge_hybrid,30,2,39
1000,nearly_sorted,merge_hybrid,30,3,40
1000,nearly_sorted,merge_hybrid,30,4,39
1000,nearly_sorted,merge_hybrid,50,0,34
1000,nearly_sorted,merge_hybrid,50,1,33
1000,nearly_sorted,merge_hybrid,50,2,34
1000,nearly_sorted,merge_hybrid,50,3,33
1000,nearly_sorted,merge_hybrid,50,4,33
1100,random,merge_std,0,0,155
1100,random,merge_std,0,1,128
1100,random,merge_std,0,2,127
1100,random,merge_std,0,3,126
1100,random,merge_std,0,4,126
1100,random,merge_hybrid,5,0,118
1100,random,merge_hybrid,5,1,115
1100,random,merge_hybrid,5,2,115
1100,random,merge_hybrid,5,3,110
1100,random,merge_hybrid,5,4,109
1100,random,merge_hybrid,10,0,104
1100,random,merge_hybrid,10,1,103
1100,random,merge_hybrid,10,2,103
1100,random,merge_hybrid,10,3,104
1100,random,merge_hybrid,10,4,120
1100,random,merge_hybrid,15,0,105
1100,random,merge_hybrid,15,1,104
1100,random,merge_hybrid,15,2,105
1100,random,merge_hybrid,15,3,103
1100,random,merge_hybrid,15,4,103
1100,random,merge_hybrid,20,0,101
1100,random,merge_hybrid,20,1,100
1100,random,merge_hybrid,20,2,99
1100,random,merge_hybrid,20,3,99
1100,random,merge_hybrid,20,4,112
1100,random,merge_hybrid,30,0,121
1100,random,merge_hybrid,30,1,101
1100,random,merge_hybrid,30,2,144
1100,random,merge_hybrid,30,3,99
1100,random,merge_hybrid,30,4,98
1100,random,merge_hybrid,50,0,103
1100,random,merge_hybrid,50,1,102
1100,random,merge_hybrid,50,2,101
1100,random,merge_hybrid,50,3,120
1100,random,merge_hybrid,50,4,103
1100,reversed,merge_std,0,0,127
1100,reversed,merge_std,0,1,75
1100,reversed,merge_std,0,2,75
1100,reversed,merge_std,0,3,74
1100,reversed,merge_std,0,4,74
1100,reversed,merge_hybrid,5,0,62
1100,reversed,merge_hybrid,5,1,60
1100,reversed,merge_hybrid,5,2,60
1100,reversed,merge_hybrid,5,3,60
1100,reversed,merge_hybrid,5,4,59
1100,reversed,merge_hybrid,10,0,156
1100,reversed,merge_hybrid,10,1,197
1100,reversed,merge_hybrid,10,2,54
1100,reversed,merge_hybrid,10,3,53
1100,reversed,merge_hybrid,10,4,53
1100,reversed,merge_hybrid,15,0,52
1100,reversed,merge_hybrid,15,1,52
1100,reversed,merge_hybrid,15,2,52
1100,reversed,merge_hybrid,15,3,52
1100,reversed,merge_hybrid,15,4,52
1100,reversed,merge_hybrid,20,0,77
1100,reversed,merge_hybrid,20,1,53
1100,reversed,merge_hybrid,20,2,52
